YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2016,AR,"Combined Heat and Power, Electric Power",Natural Gas,1212971
2016,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2016,AR,"Combined Heat and Power, Electric Power",Other Biomass,43440
2016,AR,"Electric Generators, Independent Power Producers",Total,14198248
2016,AR,"Electric Generators, Independent Power Producers",Coal,4596002
2016,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,44305
2016,AR,"Electric Generators, Independent Power Producers",Natural Gas,9459445
2016,AR,"Electric Generators, Independent Power Producers",Petroleum,9318
2016,AR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,24542
2016,AR,"Electric Generators, Independent Power Producers",Other Biomass,64636
2016,AR,"Electric Generators, Electric Utilities",Total,43352105
2016,AR,"Electric Generators, Electric Utilities",Coal,19154174
2016,AR,"Electric Generators, Electric Utilities",Pumped Storage,38824
2016,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3525681
2016,AR,"Electric Generators, Electric Utilities",Natural Gas,7181115
2016,AR,"Electric Generators, Electric Utilities",Nuclear,13421022
2016,AR,"Electric Generators, Electric Utilities",Petroleum,29689
2016,AR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1600
2016,AZ,Total Electric Power Industry,Total,108763449
2016,AZ,Total Electric Power Industry,Coal,30403392
2016,AZ,Total Electric Power Industry,Pumped Storage,58630
2016,AZ,Total Electric Power Industry,Hydroelectric Conventional,7167763
2016,AZ,Total Electric Power Industry,Natural Gas,34182808
2016,AZ,Total Electric Power Industry,Nuclear,32377477
2016,AZ,Total Electric Power Industry,Petroleum,51595
2016,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,3765825
2016,AZ,Total Electric Power Industry,Other Biomass,38242
2016,AZ,Total Electric Power Industry,Wind,541582
2016,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,176136
2016,AZ,"Combined Heat and Power, Commercial Power",Total,165193
2016,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,141364
2016,AZ,"Combined Heat and Power, Commercial Power",Petroleum,27
2016,AZ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,23802
2016,AZ,"Combined Heat and Power, Electric Power",Total,11206
2016,AZ,"Combined Heat and Power, Electric Power",Natural Gas,11206
2016,AZ,"Combined Heat and Power, Electric Power",Petroleum,0
2016,AZ,"Electric Generators, Independent Power Producers",Total,18765113
2016,AZ,"Electric Generators, Independent Power Producers",Natural Gas,14764618
2016,AZ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,3244535
2016,AZ,"Electric Generators, Independent Power Producers",Other Biomass,38242
2016,AZ,"Electric Generators, Independent Power Producers",Wind,541582
2016,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,176136
2016,AZ,"Electric Generators, Electric Utilities",Total,89821938
2016,AZ,"Electric Generators, Electric Utilities",Coal,30403392
2016,AZ,"Electric Generators, Electric Utilities",Pumped Storage,58630
2016,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,7167763
2016,AZ,"Electric Generators, Electric Utilities",Natural Gas,19265620
2016,AZ,"Electric Generators, Electric Utilities",Nuclear,32377477
2016,AZ,"Electric Generators, Electric Utilities",Petroleum,51568
2016,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,497488
2016,AZ,"Electric Generators, Electric Utilities",Other Biomass,0
2016,CA,Total Electric Power Industry,Total,196963215
2016,CA,Total Electric Power Industry,Coal,318876
2016,CA,Total Electric Power Industry,Geothermal,11457299
2016,CA,Total Electric Power Industry,Pumped Storage,-259349
2016,CA,Total Electric Power Industry,Hydroelectric Conventional,28942121
2016,CA,Total Electric Power Industry,Natural Gas,97073664
2016,CA,Total Electric Power Industry,Nuclear,18907578
2016,CA,Total Electric Power Industry,Other Gases,1426816
2016,CA,Total Electric Power Industry,Other,665664
2016,CA,Total Electric Power Industry,Petroleum,175581
2016,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,18806711
2016,CA,Total Electric Power Industry,Other Biomass,2909930
2016,CA,Total Electric Power Industry,Wind,13509039
2016,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,3029285
2016,CA,"Combined Heat and Power, Industrial Power",Total,13701715
2016,CA,"Combined Heat and Power, Industrial Power",Coal,318876
2016,CA,"Combined Heat and Power, Industrial Power",Natural Gas,10731340
2016,CA,"Combined Heat and Power, Industrial Power",Other Gases,1426816
2016,CA,"Combined Heat and Power, Industrial Power",Other,487136
2016,CA,"Combined Heat and Power, Industrial Power",Petroleum,135086
2016,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,8338
2016,CA,"Combined Heat and Power, Industrial Power",Other Biomass,3767
2016,CA,"Combined Heat and Power, Industrial Power",Wind,5361
2016,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,584995
2016,CA,"Combined Heat and Power, Commercial Power",Total,2858960
2016,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2016,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,12256
2016,CA,"Combined Heat and Power, Commercial Power",Natural Gas,1865916
2016,CA,"Combined Heat and Power, Commercial Power",Other,-156
2016,CA,"Combined Heat and Power, Commercial Power",Petroleum,408
2016,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,121358
2016,CA,"Combined Heat and Power, Commercial Power",Other Biomass,853055
2016,CA,"Combined Heat and Power, Commercial Power",Wind,6123
2016,CA,"Combined Heat and Power, Electric Power",Total,16664260
2016,CA,"Combined Heat and Power, Electric Power",Coal,0
2016,CA,"Combined Heat and Power, Electric Power",Natural Gas,15616091
2016,CA,"Combined Heat and Power, Electric Power",Other,73367
2016,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2016,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,2320
2016,CA,"Combined Heat and Power, Electric Power",Other Biomass,173501
2016,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,798981
2016,CA,"Electric Generators, Independent Power Producers",Total,82582662
2016,CA,"Electric Generators, Independent Power Producers",Geothermal,10638281
2016,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1627061
2016,CA,"Electric Generators, Independent Power Producers",Natural Gas,35905155
2016,CA,"Electric Generators, Independent Power Producers",Other,109465
2016,CA,"Electric Generators, Independent Power Producers",Petroleum,7108
2016,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,18206698
2016,CA,"Electric Generators, Independent Power Producers",Other Biomass,1649992
2016,CA,"Electric Generators, Independent Power Producers",Wind,12793594
2016,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,1645309
2016,CA,"Electric Generators, Electric Utilities",Total,81155619
2016,CA,"Electric Generators, Electric Utilities",Geothermal,819018
2016,CA,"Electric Generators, Electric Utilities",Pumped Storage,-259349
2016,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,27302804
2016,CA,"Electric Generators, Electric Utilities",Natural Gas,32955162
2016,CA,"Electric Generators, Electric Utilities",Nuclear,18907578
2016,CA,"Electric Generators, Electric Utilities",Other Gases,0
2016,CA,"Electric Generators, Electric Utilities",Other,-4147
2016,CA,"Electric Generators, Electric Utilities",Petroleum,32979
2016,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,467998
2016,CA,"Electric Generators, Electric Utilities",Other Biomass,229615
2016,CA,"Electric Generators, Electric Utilities",Wind,703961
2016,CO,Total Electric Power Industry,Total,54418480
2016,CO,Total Electric Power Industry,Coal,29948675
2016,CO,Total Electric Power Industry,Pumped Storage,-294186
2016,CO,Total Electric Power Industry,Hydroelectric Conventional,1902571
2016,CO,Total Electric Power Industry,Natural Gas,12679439
2016,CO,Total Electric Power Industry,Other,53388
2016,CO,Total Electric Power Industry,Petroleum,6975
2016,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,538109
2016,CO,Total Electric Power Industry,Other Biomass,76483
2016,CO,Total Electric Power Industry,Wind,9421204
2016,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,85822
2016,CO,"Combined Heat and Power, Industrial Power",Total,72632
2016,CO,"Combined Heat and Power, Industrial Power",Coal,7758
2016,CO,"Combined Heat and Power, Industrial Power",Natural Gas,19520
2016,CO,"Combined Heat and Power, Industrial Power",Other,41961
2016,CO,"Combined Heat and Power, Industrial Power",Petroleum,15
2016,CO,"Combined Heat and Power, Industrial Power",Wind,3378
2016,CO,"Combined Heat and Power, Commercial Power",Total,31044
2016,CO,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,11824
2016,CO,"Combined Heat and Power, Commercial Power",Natural Gas,2067
2016,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2016,CO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,15976
2016,CO,"Combined Heat and Power, Commercial Power",Wind,1177
2016,CO,"Combined Heat and Power, Electric Power",Total,203833
2016,CO,"Combined Heat and Power, Electric Power",Coal,21393
2016,CO,"Combined Heat and Power, Electric Power",Natural Gas,152019
2016,CO,"Combined Heat and Power, Electric Power",Petroleum,0
2016,CO,"Combined Heat and Power, Electric Power",Other Biomass,30421
2016,CO,"Electric Generators, Independent Power Producers",Total,11919633
2016,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,202683
2016,CO,"Electric Generators, Independent Power Producers",Natural Gas,1773507
2016,CO,"Electric Generators, Independent Power Producers",Other,11427
2016,CO,"Electric Generators, Independent Power Producers",Petroleum,0
2016,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,522133
2016,CO,"Electric Generators, Independent Power Producers",Other Biomass,46062
2016,CO,"Electric Generators, Independent Power Producers",Wind,9277999
2016,CO,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,85822
2016,CO,"Electric Generators, Electric Utilities",Total,42191338
2016,CO,"Electric Generators, Electric Utilities",Coal,29919524
2016,CO,"Electric Generators, Electric Utilities",Pumped Storage,-294186
2016,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1688064
2016,CO,"Electric Generators, Electric Utilities",Natural Gas,10732326
2016,CO,"Electric Generators, Electric Utilities",Petroleum,6960
2016,CO,"Electric Generators, Electric Utilities",Wind,138650
2016,CO,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2016,CT,Total Electric Power Industry,Total,36496560
2016,CT,Total Electric Power Industry,Coal,177370
2016,CT,Total Electric Power Industry,Pumped Storage,5587
2016,CT,Total Electric Power Industry,Hydroelectric Conventional,224145
2016,CT,Total Electric Power Industry,Natural Gas,17951503
2016,CT,Total Electric Power Industry,Nuclear,16575492
2016,CT,Total Electric Power Industry,Other,577398
2016,CT,Total Electric Power Industry,Petroleum,91735
2016,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,24518
2016,CT,Total Electric Power Industry,Other Biomass,618838
2016,CT,Total Electric Power Industry,Wind,12742
2016,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,237232
2016,CT,"Combined Heat and Power, Industrial Power",Total,501698
2016,CT,"Combined Heat and Power, Industrial Power",Natural Gas,499709
2016,CT,"Combined Heat and Power, Industrial Power",Petroleum,1990
2016,CT,"Combined Heat and Power, Commercial Power",Total,409492
2016,CT,"Combined Heat and Power, Commercial Power",Natural Gas,406906
2016,CT,"Combined Heat and Power, Commercial Power",Petroleum,2586
2016,CT,"Combined Heat and Power, Electric Power",Total,254862
2016,CT,"Combined Heat and Power, Electric Power",Natural Gas,253669
2016,CT,"Combined Heat and Power, Electric Power",Petroleum,1193
2016,CT,"Electric Generators, Independent Power Producers",Total,35256433
2016,CT,"Electric Generators, Independent Power Producers",Coal,177370
2016,CT,"Electric Generators, Independent Power Producers",Pumped Storage,5587
2016,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,207353
2016,CT,"Electric Generators, Independent Power Producers",Natural Gas,16742791
2016,CT,"Electric Generators, Independent Power Producers",Nuclear,16575492
2016,CT,"Electric Generators, Independent Power Producers",Other,577398
2016,CT,"Electric Generators, Independent Power Producers",Petroleum,79681
2016,CT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,21949
2016,CT,"Electric Generators, Independent Power Producers",Other Biomass,618838
2016,CT,"Electric Generators, Independent Power Producers",Wind,12742
2016,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,237232
2016,CT,"Electric Generators, Electric Utilities",Total,74075
2016,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,16792
2016,CT,"Electric Generators, Electric Utilities",Natural Gas,48429
2016,CT,"Electric Generators, Electric Utilities",Petroleum,6285
2016,CT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2569
2016,CT,"Electric Generators, Electric Utilities",Other Biomass,0
2016,DC,Total Electric Power Industry,Total,76474
2016,DC,Total Electric Power Industry,Natural Gas,22702
2016,DC,Total Electric Power Industry,Petroleum,1001
2016,DC,Total Electric Power Industry,Other Biomass,52771
2016,DC,"Combined Heat and Power, Commercial Power",Total,23673
2016,DC,"Combined Heat and Power, Commercial Power",Natural Gas,22672
2016,DC,"Combined Heat and Power, Commercial Power",Petroleum,1001
2016,DC,"Combined Heat and Power, Electric Power",Total,52801
2016,DC,"Combined Heat and Power, Electric Power",Natural Gas,30
2016,DC,"Combined Heat and Power, Electric Power",Other Biomass,52771
2016,DE,Total Electric Power Industry,Total,8731261
2016,DE,Total Electric Power Industry,Coal,479350
2016,DE,Total Electric Power Industry,Natural Gas,7787469
2016,DE,Total Electric Power Industry,Other Gases,277477
2016,DE,Total Electric Power Industry,Petroleum,62571
2016,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,51086
2016,DE,Total Electric Power Industry,Other Biomass,67987
2016,DE,Total Electric Power Industry,Wind,5321
2016,DE,"Combined Heat and Power, Industrial Power",Total,1288800
2016,DE,"Combined Heat and Power, Industrial Power",Natural Gas,995092
2016,DE,"Combined Heat and Power, Industrial Power",Other Gases,277477
2016,DE,"Combined Heat and Power, Industrial Power",Petroleum,0
2016,DE,"Combined Heat and Power, Industrial Power",Other Biomass,16231
2016,DE,"Combined Heat and Power, Commercial Power",Total,6653
2016,DE,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1332
2016,DE,"Combined Heat and Power, Commercial Power",Wind,5321
2016,DE,"Combined Heat and Power, Electric Power",Total,235334
2016,DE,"Combined Heat and Power, Electric Power",Coal,0
2016,DE,"Combined Heat and Power, Electric Power",Natural Gas,230283
2016,DE,"Combined Heat and Power, Electric Power",Petroleum,5051
2016,DE,"Electric Generators, Independent Power Producers",Total,7120386
2016,DE,"Electric Generators, Independent Power Producers",Coal,479350
2016,DE,"Electric Generators, Independent Power Producers",Natural Gas,6497830
2016,DE,"Electric Generators, Independent Power Producers",Petroleum,48876
2016,DE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,42574
2016,DE,"Electric Generators, Independent Power Producers",Other Biomass,51756
2016,DE,"Electric Generators, Electric Utilities",Total,80088
2016,DE,"Electric Generators, Electric Utilities",Natural Gas,64264
2016,DE,"Electric Generators, Electric Utilities",Petroleum,8644
2016,DE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,7180
2016,FL,Total Electric Power Industry,Total,238262150
2016,FL,Total Electric Power Industry,Coal,39429468
2016,FL,Total Electric Power Industry,Hydroelectric Conventional,174551
2016,FL,Total Electric Power Industry,Natural Gas,158495445
2016,FL,Total Electric Power Industry,Nuclear,29320022
2016,FL,Total Electric Power Industry,Other Gases,4716
2016,FL,Total Electric Power Industry,Other,3150525
2016,FL,Total Electric Power Industry,Petroleum,2820303
2016,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,223983
2016,FL,Total Electric Power Industry,Other Biomass,2671282
2016,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,1971856
2016,FL,"Combined Heat and Power, Industrial Power",Total,5358371
2016,FL,"Combined Heat and Power, Industrial Power",Coal,174842
2016,FL,"Combined Heat and Power, Industrial Power",Natural Gas,1450005
2016,FL,"Combined Heat and Power, Industrial Power",Other Gases,4716
2016,FL,"Combined Heat and Power, Industrial Power",Other,1677835
2016,FL,"Combined Heat and Power, Industrial Power",Petroleum,25536
2016,FL,"Combined Heat and Power, Industrial Power",Other Biomass,358606
2016,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1666832
2016,FL,"Combined Heat and Power, Commercial Power",Total,84478
2016,FL,"Combined Heat and Power, Commercial Power",Natural Gas,33444
2016,FL,"Combined Heat and Power, Commercial Power",Petroleum,0
2016,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,3315
2016,FL,"Combined Heat and Power, Commercial Power",Other Biomass,47719
2016,FL,"Combined Heat and Power, Electric Power",Total,4452653
2016,FL,"Combined Heat and Power, Electric Power",Coal,732653
2016,FL,"Combined Heat and Power, Electric Power",Natural Gas,3593508
2016,FL,"Combined Heat and Power, Electric Power",Petroleum,2936
2016,FL,"Combined Heat and Power, Electric Power",Other Biomass,111644
2016,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,11911
2016,FL,"Electric Generators, Independent Power Producers",Total,12123015
2016,FL,"Electric Generators, Independent Power Producers",Coal,0
2016,FL,"Electric Generators, Independent Power Producers",Natural Gas,8226306
2016,FL,"Electric Generators, Independent Power Producers",Other,1472690
2016,FL,"Electric Generators, Independent Power Producers",Petroleum,3973
2016,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,61207
2016,FL,"Electric Generators, Independent Power Producers",Other Biomass,2065726
2016,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,293113
2016,FL,"Electric Generators, Electric Utilities",Total,216243634
2016,FL,"Electric Generators, Electric Utilities",Coal,38521973
2016,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,174551
2016,FL,"Electric Generators, Electric Utilities",Natural Gas,145192182
2016,FL,"Electric Generators, Electric Utilities",Nuclear,29320022
2016,FL,"Electric Generators, Electric Utilities",Petroleum,2787858
2016,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,159461
2016,FL,"Electric Generators, Electric Utilities",Other Biomass,87587
2016,GA,Total Electric Power Industry,Total,133380416
2016,GA,Total Electric Power Industry,Coal,37890474
2016,GA,Total Electric Power Industry,Pumped Storage,-993024
2016,GA,Total Electric Power Industry,Hydroelectric Conventional,3372677
2016,GA,Total Electric Power Industry,Natural Gas,52862464
2016,GA,Total Electric Power Industry,Nuclear,34480662
2016,GA,Total Electric Power Industry,Other,100978
2016,GA,Total Electric Power Industry,Petroleum,211845
2016,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,880923
2016,GA,Total Electric Power Industry,Other Biomass,270887
2016,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,4302529
2016,GA,"Combined Heat and Power, Industrial Power",Total,4753735
2016,GA,"Combined Heat and Power, Industrial Power",Coal,216068
2016,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,15551
2016,GA,"Combined Heat and Power, Industrial Power",Natural Gas,442521
2016,GA,"Combined Heat and Power, Industrial Power",Other,101054
2016,GA,"Combined Heat and Power, Industrial Power",Petroleum,126884
2016,GA,"Combined Heat and Power, Industrial Power",Other Biomass,74816
2016,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,3776841
2016,GA,"Combined Heat and Power, Commercial Power",Total,7823
2016,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0
2016,GA,"Combined Heat and Power, Commercial Power",Petroleum,1687
2016,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,2918
2016,GA,"Combined Heat and Power, Commercial Power",Other Biomass,3218
2016,GA,"Combined Heat and Power, Electric Power",Total,493966
2016,GA,"Combined Heat and Power, Electric Power",Natural Gas,478516
2016,GA,"Combined Heat and Power, Electric Power",Petroleum,4862
2016,GA,"Combined Heat and Power, Electric Power",Other Biomass,10589
2016,GA,"Electric Generators, Independent Power Producers",Total,12169799
2016,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,7352
2016,GA,"Electric Generators, Independent Power Producers",Natural Gas,10664891
2016,GA,"Electric Generators, Independent Power Producers",Petroleum,18759
2016,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,770845
2016,GA,"Electric Generators, Independent Power Producers",Other Biomass,182264
2016,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,525688
2016,GA,"Electric Generators, Electric Utilities",Total,115955092
2016,GA,"Electric Generators, Electric Utilities",Coal,37674406
2016,GA,"Electric Generators, Electric Utilities",Pumped Storage,-993024
2016,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3349774
2016,GA,"Electric Generators, Electric Utilities",Natural Gas,41276536
2016,GA,"Electric Generators, Electric Utilities",Nuclear,34480662
2016,GA,"Electric Generators, Electric Utilities",Other,-76
2016,GA,"Electric Generators, Electric Utilities",Petroleum,59654
2016,GA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,107160
2016,HI,Total Electric Power Industry,Total,9948845
2016,HI,Total Electric Power Industry,Coal,1497380
2016,HI,Total Electric Power Industry,Geothermal,260102
2016,HI,Total Electric Power Industry,Hydroelectric Conventional,90849
2016,HI,Total Electric Power Industry,Other Gases,51006
2016,HI,Total Electric Power Industry,Other,322089
2016,HI,Total Electric Power Industry,Petroleum,6640316
2016,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,88511
2016,HI,Total Electric Power Industry,Other Biomass,359466
2016,HI,Total Electric Power Industry,Wind,639127
2016,HI,"Combined Heat and Power, Industrial Power",Total,354539
2016,HI,"Combined Heat and Power, Industrial Power",Coal,5526
2016,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,37720
2016,HI,"Combined Heat and Power, Industrial Power",Other Gases,51006
2016,HI,"Combined Heat and Power, Industrial Power",Petroleum,194504
2016,HI,"Combined Heat and Power, Industrial Power",Other Biomass,65784
2016,HI,"Combined Heat and Power, Commercial Power",Total,405150
2016,HI,"Combined Heat and Power, Commercial Power",Other,196863
2016,HI,"Combined Heat and Power, Commercial Power",Petroleum,3391
2016,HI,"Combined Heat and Power, Commercial Power",Other Biomass,204896
2016,HI,"Combined Heat and Power, Electric Power",Total,2808236
2016,HI,"Combined Heat and Power, Electric Power",Coal,1491854
2016,HI,"Combined Heat and Power, Electric Power",Other,12374
2016,HI,"Combined Heat and Power, Electric Power",Petroleum,1304008
2016,HI,"Combined Heat and Power, Electric Power",Other Biomass,0
2016,HI,"Electric Generators, Independent Power Producers",Total,1162788
2016,HI,"Electric Generators, Independent Power Producers",Geothermal,260102
2016,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,36288
2016,HI,"Electric Generators, Independent Power Producers",Other,-40
2016,HI,"Electric Generators, Independent Power Producers",Petroleum,131172
2016,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,44843
2016,HI,"Electric Generators, Independent Power Producers",Other Biomass,51296
2016,HI,"Electric Generators, Independent Power Producers",Wind,639127
2016,HI,"Electric Generators, Electric Utilities",Total,5218132
2016,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,16841
2016,HI,"Electric Generators, Electric Utilities",Other,112892
2016,HI,"Electric Generators, Electric Utilities",Petroleum,5007241
2016,HI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,43668
2016,HI,"Electric Generators, Electric Utilities",Other Biomass,37490
2016,IA,Total Electric Power Industry,Total,54392507
2016,IA,Total Electric Power Industry,Coal,25198347
2016,IA,Total Electric Power Industry,Hydroelectric Conventional,916789
2016,IA,Total Electric Power Industry,Natural Gas,2960947
2016,IA,Total Electric Power Industry,Nuclear,4702665
2016,IA,Total Electric Power Industry,Other,12121
2016,IA,Total Electric Power Industry,Petroleum,277773
2016,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,151
2016,IA,Total Electric Power Industry,Other Biomass,250670
2016,IA,Total Electric Power Industry,Wind,20071999
2016,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,1045
2016,IA,"Combined Heat and Power, Industrial Power",Total,1944475
2016,IA,"Combined Heat and Power, Industrial Power",Coal,1630768
2016,IA,"Combined Heat and Power, Industrial Power",Natural Gas,212861
2016,IA,"Combined Heat and Power, Industrial Power",Other,12121
2016,IA,"Combined Heat and Power, Industrial Power",Petroleum,33405
2016,IA,"Combined Heat and Power, Industrial Power",Other Biomass,55320
2016,IA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2016,IA,"Combined Heat and Power, Commercial Power",Total,231966
2016,IA,"Combined Heat and Power, Commercial Power",Coal,87550
2016,IA,"Combined Heat and Power, Commercial Power",Natural Gas,87416
2016,IA,"Combined Heat and Power, Commercial Power",Petroleum,5882
2016,IA,"Combined Heat and Power, Commercial Power",Other Biomass,45979
2016,IA,"Combined Heat and Power, Commercial Power",Wind,4094
2016,IA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,1045
2016,IA,"Combined Heat and Power, Electric Power",Total,4058
2016,IA,"Combined Heat and Power, Electric Power",Other Biomass,4058
2016,IA,"Electric Generators, Independent Power Producers",Total,12131586
2016,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,8002
2016,IA,"Electric Generators, Independent Power Producers",Natural Gas,21
2016,IA,"Electric Generators, Independent Power Producers",Nuclear,4702665
2016,IA,"Electric Generators, Independent Power Producers",Petroleum,655
2016,IA,"Electric Generators, Independent Power Producers",Other Biomass,122648
2016,IA,"Electric Generators, Independent Power Producers",Wind,7297596
2016,IA,"Electric Generators, Electric Utilities",Total,40080421
2016,IA,"Electric Generators, Electric Utilities",Coal,23480029
2016,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,908787
2016,IA,"Electric Generators, Electric Utilities",Natural Gas,2660650
2016,IA,"Electric Generators, Electric Utilities",Petroleum,237831
2016,IA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,151
2016,IA,"Electric Generators, Electric Utilities",Other Biomass,22664
2016,IA,"Electric Generators, Electric Utilities",Wind,12770309
2016,IA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2016,ID,Total Electric Power Industry,Total,15660938
2016,ID,Total Electric Power Industry,Coal,29188
2016,ID,Total Electric Power Industry,Geothermal,71995
2016,ID,Total Electric Power Industry,Hydroelectric Conventional,9033272
2016,ID,Total Electric Power Industry,Natural Gas,3321462
2016,ID,Total Electric Power Industry,Other,65048
2016,ID,Total Electric Power Industry,Petroleum,183
2016,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,29801
2016,ID,Total Electric Power Industry,Other Biomass,118428
2016,ID,Total Electric Power Industry,Wind,2578415
2016,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,413145
2016,ID,"Combined Heat and Power, Industrial Power",Total,598607
2016,ID,"Combined Heat and Power, Industrial Power",Coal,29188
2016,ID,"Combined Heat and Power, Industrial Power",Natural Gas,139847
2016,ID,"Combined Heat and Power, Industrial Power",Other,65048
2016,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2016,ID,"Combined Heat and Power, Industrial Power",Other Biomass,10884
2016,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,353640
2016,ID,"Combined Heat and Power, Commercial Power",Total,50583
2016,ID,"Combined Heat and Power, Commercial Power",Natural Gas,39536
2016,ID,"Combined Heat and Power, Commercial Power",Petroleum,163
2016,ID,"Combined Heat and Power, Commercial Power",Other Biomass,10884
2016,ID,"Combined Heat and Power, Electric Power",Total,166375
2016,ID,"Combined Heat and Power, Electric Power",Natural Gas,65841
2016,ID,"Combined Heat and Power, Electric Power",Other Biomass,41029
